Reading,moteid,humidity,temperature,label
2820,2,46.59,27.7,0
2821,2,46.59,27.7,0
2822,2,46.59,27.69,0
2823,2,46.59,27.7,0
2824,2,46.59,27.7,0
2825,2,46.59,27.7,0
2826,2,46.56,27.7,0
2827,2,46.59,27.7,0
2828,2,46.59,27.7,0
2829,2,46.59,27.7,0
2830,2,46.59,27.71,0
2831,2,46.59,27.7,0
2832,2,46.56,27.7,0
2833,2,46.56,27.71,0
2834,2,46.59,27.71,0
2835,2,46.56,27.71,0
2836,2,46.56,27.69,0
2837,2,46.56,27.7,0
2838,2,46.56,27.71,0
2839,2,46.56,27.7,0
2840,2,46.56,27.69,0
2841,2,46.56,27.7,0
2842,2,46.56,27.69,0
2843,2,46.56,27.69,0
2844,2,46.56,27.7,0
2845,2,46.56,27.7,0
2846,2,46.56,27.69,0
2847,2,46.59,27.69,0
2848,2,46.56,27.69,0
2849,2,46.56,27.69,0
2850,2,46.56,27.69,0
2851,2,46.56,27.69,0
2852,2,46.56,27.7,0
2853,2,46.56,27.69,0
2854,2,46.56,27.7,0
2855,2,46.56,27.69,0
2856,2,46.56,27.69,0
2857,2,46.59,27.71,0
2858,2,46.56,27.69,0
2859,2,46.56,27.7,0
2860,2,46.56,27.7,0
2861,2,46.56,27.7,0
2862,2,46.56,27.71,0
2863,2,46.56,27.72,0
2864,2,46.56,27.71,0
2865,2,46.52,27.71,0
2866,2,46.56,27.69,0
2867,2,46.56,27.71,0
2868,2,46.56,27.7,0
2869,2,46.56,27.71,0
2870,2,46.56,27.7,0
2871,2,46.56,27.7,0
2872,2,46.56,27.71,0
2873,2,46.56,27.69,0
2874,2,46.52,27.7,0
2875,2,46.56,27.71,0
2876,2,46.56,27.7,0
2877,2,46.52,27.71,0
2878,2,46.56,27.71,0
2879,2,46.52,27.7,0
2880,2,46.56,27.71,0
2881,2,46.56,27.71,0
2882,2,46.52,27.7,0
2883,2,46.56,27.7,0
2884,2,46.52,27.69,0
2885,2,46.56,27.69,0
2886,2,46.52,27.7,0
2887,2,46.56,27.7,0
2888,2,46.52,27.69,0
2889,2,46.52,27.69,0
2890,2,46.52,27.7,0
2891,2,46.49,27.7,0
2892,2,46.52,27.7,0
2893,2,46.52,27.71,0
2894,2,46.49,27.71,0
2895,2,46.52,27.71,0
2896,2,46.52,27.71,0
2897,2,46.52,27.71,0
2898,2,46.52,27.71,0
2899,2,46.49,27.71,0
2900,2,46.49,27.7,0
2901,2,46.52,27.71,0
2902,2,46.49,27.7,0
2903,2,46.52,27.7,0
2904,2,46.49,27.71,0
2905,2,46.49,27.7,0
2906,2,46.49,27.71,0
2907,2,46.49,27.7,0
2908,2,46.49,27.71,0
2909,2,46.49,27.71,0
2910,2,46.49,27.71,0
2911,2,46.49,27.71,0
2912,2,46.49,27.71,0
2913,2,46.49,27.7,0
2914,2,46.49,27.7,0
2915,2,46.49,27.71,0
2916,2,46.49,27.7,0
2917,2,46.49,27.7,0
2918,2,46.49,27.7,0
2919,2,46.49,27.72,0
2920,2,46.49,27.7,0
2921,2,46.49,27.7,0
2922,2,46.49,27.71,0
2923,2,46.49,27.71,0
2924,2,46.49,27.71,0
2925,2,46.49,27.71,0
2926,2,46.49,27.7,0
2927,2,46.46,27.7,0
2928,2,46.49,27.71,0
2929,2,46.49,27.71,0
2930,2,46.49,27.72,0
2931,2,46.49,27.72,0
2932,2,46.49,27.71,0
2933,2,46.49,27.71,0
2934,2,46.49,27.7,0
2935,2,46.49,27.71,0
2936,2,46.49,27.71,0
2937,2,46.49,27.71,0
2938,2,46.49,27.71,0
2939,2,46.49,27.72,0
2940,2,46.49,27.71,0
2941,2,46.49,27.71,0
2942,2,46.49,27.71,0
2943,2,46.49,27.7,0
2944,2,46.49,27.71,0
2945,2,46.49,27.71,0
2946,2,46.49,27.71,0
2947,2,46.46,27.72,0
2948,2,46.49,27.71,0
2949,2,46.49,27.71,0
2950,2,46.49,27.71,0
2951,2,46.46,27.71,0
2952,2,46.49,27.71,0
2953,2,46.46,27.71,0
2954,2,46.46,27.71,0
2955,2,46.49,27.71,0
2956,2,46.46,27.72,0
2957,2,46.43,27.72,0
2958,2,46.43,27.71,0
2959,2,46.43,27.72,0
2960,2,46.43,27.71,0
2961,2,46.46,27.72,0
2962,2,46.43,27.7,0
2963,2,46.46,27.71,0
2964,2,46.46,27.71,0
2965,2,46.43,27.71,0
2966,2,46.46,27.72,0
2967,2,46.43,27.72,0
2968,2,46.46,27.71,0
2969,2,46.43,27.72,0
2970,2,46.43,27.72,0
2971,2,46.43,27.72,0
2972,2,46.43,27.71,0
2973,2,46.46,27.72,0
2974,2,46.46,27.72,0
2975,2,46.43,27.71,0
2976,2,46.46,27.73,0
2977,2,46.43,27.71,0
2978,2,46.46,27.72,0
2979,2,46.43,27.73,0
2980,2,46.43,27.72,0
2981,2,46.43,27.7,0
2982,2,46.43,27.73,0
2983,2,46.43,27.71,0
2984,2,46.43,27.72,0
2985,2,46.43,27.72,0
2986,2,46.46,27.71,0
2987,2,46.43,27.71,0
2988,2,46.43,27.71,0
2989,2,46.43,27.71,0
2990,2,46.43,27.72,0
2991,2,46.43,27.72,0
2992,2,46.43,27.71,0
2993,2,46.43,27.72,0
2994,2,46.43,27.71,0
2995,2,46.43,27.74,0
2996,2,46.43,27.72,0
2997,2,46.39,27.72,0
2998,2,46.39,27.72,0
2999,2,46.39,27.72,0
3000,2,46.43,27.71,0
3001,2,46.39,27.72,0
3002,2,46.43,27.71,0
3003,2,46.39,27.72,0
3004,2,46.43,27.71,0
3005,2,46.43,27.71,0
3006,2,46.39,27.73,0
3007,2,46.39,27.71,0
3008,2,46.39,27.72,0
3009,2,46.39,27.72,0
3010,2,46.36,27.72,0
3011,2,46.39,27.72,0
3012,2,46.39,27.72,0
3013,2,46.39,27.72,0
3014,2,46.39,27.71,0
3015,2,46.36,27.72,0
3016,2,46.36,27.73,0
3017,2,46.36,27.72,0
3018,2,46.39,27.71,0
3019,2,46.39,27.72,0
3020,2,46.36,27.71,0
3021,2,46.39,27.73,0
3022,2,46.36,27.72,0
3023,2,46.36,27.73,0
3024,2,46.39,27.72,0
3025,2,46.36,27.72,0
3026,2,46.36,27.73,0
3027,2,46.36,27.72,0
3028,2,46.36,27.71,0
3029,2,46.36,27.72,0
3030,2,46.36,27.73,0
3031,2,46.36,27.73,0
3032,2,46.36,27.74,0
3033,2,46.36,27.72,0
3034,2,46.36,27.71,0
3035,2,46.36,27.72,0
3036,2,46.36,27.73,0
3037,2,46.36,27.72,0
3038,2,46.36,27.73,0
3039,2,46.36,27.73,0
3040,2,46.36,27.71,0
3041,2,46.36,27.73,0
3042,2,46.36,27.73,0
3043,2,46.36,27.73,0
3044,2,46.39,27.73,0
3045,2,46.36,27.73,0
3046,2,46.36,27.73,0
3047,2,46.39,27.73,0
3048,2,46.36,27.73,0
3049,2,46.36,27.72,0
3050,2,46.36,27.72,0
3051,2,46.36,27.72,0
3052,2,46.36,27.72,0
3053,2,46.36,27.73,0
3054,2,46.36,27.73,0
3055,2,46.36,27.72,0
3056,2,46.36,27.72,0
3057,2,46.36,27.73,0
3058,2,46.36,27.73,0
3059,2,46.36,27.73,0
3060,2,46.36,27.73,0
3061,2,46.36,27.73,0
3062,2,46.36,27.72,0
3063,2,46.36,27.72,0
3064,2,46.36,27.72,0
3065,2,46.36,27.73,0
3066,2,46.36,27.71,0
3067,2,46.36,27.73,0
3068,2,46.36,27.71,0
3069,2,46.36,27.73,0
3070,2,46.33,27.72,0
3071,2,46.36,27.71,0
3072,2,46.36,27.72,0
3073,2,46.36,27.72,0
3074,2,46.36,27.72,0
3075,2,46.36,27.72,0
3076,2,46.33,27.72,0
3077,2,46.36,27.73,0
3078,2,46.36,27.72,0
3079,2,46.36,27.73,0
3080,2,46.36,27.72,0
3081,2,46.33,27.73,0
3082,2,46.33,27.72,0
3083,2,46.33,27.72,0
3084,2,46.33,27.74,0
3085,2,46.33,27.72,0
3086,2,46.33,27.73,0
3087,2,46.33,27.73,0
3088,2,46.33,27.73,0
3089,2,46.3,27.73,0
3090,2,46.33,27.72,0
3091,2,46.3,27.72,0
3092,2,46.3,27.72,0
3093,2,46.3,27.72,0
3094,2,46.33,27.73,0
3095,2,46.33,27.73,0
3096,2,46.3,27.73,0
3097,2,46.3,27.73,0
3098,2,46.3,27.73,0
3099,2,46.3,27.72,0
3100,2,46.3,27.72,0
3101,2,46.3,27.73,0
3102,2,46.3,27.74,0
3103,2,46.3,27.73,0
3104,2,46.3,27.73,0
3105,2,46.33,27.72,0
3106,2,46.3,27.72,0
3107,2,46.3,27.73,0
3108,2,46.3,27.73,0
3109,2,46.3,27.73,0
3110,2,46.3,27.72,0
3111,2,46.3,27.72,0
3112,2,46.3,27.72,0
3113,2,46.3,27.72,0
3114,2,46.3,27.72,0
3115,2,46.3,27.72,0
3116,2,46.3,27.72,0
3117,2,46.3,27.73,0
3118,2,46.3,27.72,0
3119,2,46.3,27.73,0
3120,2,46.3,27.73,0
3121,2,46.3,27.73,0
3122,2,46.3,27.71,0
3123,2,46.3,27.72,0
3124,2,46.3,27.71,0
3125,2,46.26,27.73,0
3126,2,46.3,27.73,0
3127,2,46.3,27.72,0
3128,2,46.3,27.72,0
3129,2,46.3,27.73,0
3130,2,46.26,27.72,0
3131,2,46.26,27.73,0
3132,2,46.3,27.73,0
3133,2,46.3,27.73,0
3134,2,46.26,27.73,0
3135,2,46.3,27.73,0
3136,2,46.26,27.72,0
3137,2,46.3,27.72,0
3138,2,46.26,27.73,0
3139,2,46.26,27.73,0
3140,2,46.26,27.71,0
3141,2,46.26,27.72,0
3142,2,46.3,27.71,0
3143,2,46.26,27.71,0
3144,2,46.26,27.71,0
3145,2,46.26,27.72,0
3146,2,46.26,27.72,0
3147,2,46.26,27.71,0
3148,2,46.26,27.73,0
3149,2,46.26,27.73,0
3150,2,46.3,27.72,0
3151,2,46.26,27.73,0
3152,2,46.23,27.72,0
3153,2,46.26,27.73,0
3154,2,46.26,27.71,0
3155,2,46.23,27.73,0
3156,2,46.23,27.73,0
3157,2,46.26,27.72,0
3158,2,46.26,27.72,0
3159,2,46.23,27.71,0
3160,2,46.23,27.73,0
3161,2,46.23,27.72,0
3162,2,46.23,27.72,0
3163,2,46.26,27.73,0
3164,2,46.26,27.72,0
3165,2,46.23,27.72,0
3166,2,46.23,27.73,0
3167,2,46.23,27.73,0
3168,2,46.26,27.72,0
3169,2,46.26,27.74,0
3170,2,46.23,27.74,0
3171,2,46.23,27.72,0
3172,2,46.26,27.72,0
3173,2,46.26,27.74,0
3174,2,46.23,27.72,0
3175,2,46.23,27.73,0
3176,2,46.26,27.73,0
3177,2,46.26,27.73,0
3178,2,46.26,27.72,0
3179,2,46.26,27.73,0
3180,2,46.23,27.73,0
3181,2,46.26,27.73,0
3182,2,46.26,27.73,0
3183,2,46.23,27.73,0
3184,2,46.26,27.73,0
3185,2,46.23,27.74,0
3186,2,46.3,27.73,0
3187,2,46.26,27.73,0
3188,2,46.26,27.73,0
3189,2,46.3,27.73,0
3190,2,46.23,27.73,0
3191,2,46.23,27.73,0
3192,2,46.26,27.72,0
3193,2,46.23,27.72,0
3194,2,46.26,27.73,0
3195,2,46.26,27.73,0
3196,2,46.23,27.74,0
3197,2,46.26,27.72,0
3198,2,46.23,27.72,0
3199,2,46.23,27.73,0
3200,2,46.26,27.72,0
3201,2,46.26,27.73,0
3202,2,46.26,27.72,0
3203,2,46.23,27.73,0
3204,2,46.23,27.73,0
3205,2,46.23,27.73,0
3206,2,46.23,27.74,0
3207,2,46.23,27.73,0
3208,2,46.23,27.73,0
3209,2,46.23,27.72,0
3210,2,46.23,27.72,0
3211,2,46.23,27.71,0
3212,2,46.23,27.73,0
3213,2,46.23,27.72,0
3214,2,46.23,27.73,0
3215,2,46.23,27.73,0
3216,2,46.23,27.73,0
3217,2,46.23,27.72,0
3218,2,46.23,27.73,0
3219,2,46.23,27.73,0
3220,2,46.23,27.73,0
3221,2,46.23,27.73,0
3222,2,46.23,27.73,0
3223,2,46.23,27.74,0
3224,2,46.23,27.73,0
3225,2,46.2,27.73,0
3226,2,46.36,27.73,0
3227,2,46.43,27.72,0
3228,2,46.39,27.73,0
3229,2,46.39,27.72,0
3230,2,46.33,27.73,0
3231,2,46.23,27.69,0
3232,2,46.1,27.7,0
3233,2,46.03,27.69,0
3234,2,45.9,27.68,0
3235,2,45.97,27.68,0
3236,2,45.97,27.66,0
3237,2,45.9,27.66,0
3238,2,45.93,27.65,0
3239,2,45.9,27.63,0
3240,2,45.9,27.63,0
3241,2,45.87,27.63,0
3242,2,45.84,27.63,0
3243,2,45.84,27.6,0
3244,2,45.9,27.6,0
3245,2,45.87,27.6,0
3246,2,45.87,27.58,0
3247,2,45.87,27.58,0
3248,2,45.87,27.58,0
3249,2,45.97,27.57,0
3250,2,46,27.57,0
3251,2,46,27.56,0
3252,2,46.03,27.57,0
3253,2,45.93,27.55,0
3254,2,45.97,27.55,0
3255,2,45.97,27.52,0
3256,2,45.93,27.52,0
3257,2,46,27.52,0
3258,2,46.07,27.53,0
3259,2,46.03,27.52,0
3260,2,45.97,27.51,0
3261,2,45.84,27.51,0
3262,2,45.84,27.48,0
3263,2,45.93,27.49,0
3264,2,45.9,27.47,0
3265,2,45.87,27.46,0
3266,2,45.87,27.45,0
3267,2,45.7,27.45,0
3268,2,45.67,27.43,0
3269,2,45.7,27.46,0
3270,2,45.74,27.46,0
3271,2,45.7,27.49,0
3272,2,45.64,27.48,0
3273,2,45.64,27.48,0
3274,2,45.7,27.48,0
3275,2,45.77,27.48,0
3276,2,45.77,27.48,0
3277,2,45.7,27.48,0
3278,2,45.64,27.49,0
3279,2,45.57,27.5,0
3280,2,45.54,27.51,0
3281,2,45.47,27.51,0
3282,2,45.41,27.51,0
3283,2,45.41,27.51,0
3284,2,45.37,27.51,0
3285,2,45.31,27.51,0
3286,2,45.28,27.47,0
3287,2,45.34,27.47,0
3288,2,45.37,27.48,0
3289,2,45.37,27.47,0
3290,2,45.37,27.45,0
3291,2,45.37,27.47,0
3292,2,45.41,27.47,0
3293,2,45.44,27.46,0
3294,2,45.44,27.45,0
3295,2,45.51,27.43,0
3296,2,45.54,27.42,0
3297,2,45.64,27.42,0
3298,2,45.6,27.42,0
3299,2,45.57,27.4,0
3300,2,45.57,27.4,0
3301,2,45.57,27.41,0
3302,2,45.57,27.42,0
3303,2,45.54,27.43,0
3304,2,45.47,27.43,0
3305,2,45.51,27.44,0
3306,2,45.51,27.43,0
3307,2,45.51,27.43,0
3308,2,45.51,27.44,0
3309,2,45.37,27.43,0
3310,2,45.41,27.39,0
3311,2,45.47,27.39,0
3312,2,45.57,27.39,0
3313,2,45.64,27.39,0
3314,2,45.64,27.4,0
3315,2,45.57,27.42,0
3316,2,45.51,27.41,0
3317,2,45.44,27.39,0
3318,2,45.44,27.37,0
3319,2,45.51,27.38,0
3320,2,45.57,27.39,0
3321,2,45.47,27.4,0
3322,2,45.44,27.39,0
3323,2,45.44,27.39,0
3324,2,45.34,27.37,0
3325,2,45.31,27.37,0
3326,2,45.28,27.36,0
3327,2,45.31,27.37,0
3328,2,45.31,27.37,0
3329,2,45.24,27.37,0
3330,2,45.31,27.37,0
3331,2,45.34,27.39,0
3332,2,45.31,27.39,0
3333,2,45.24,27.37,0
3334,2,45.34,27.37,0
3335,2,45.37,27.37,0
3336,2,45.28,27.39,0
3337,2,45.24,27.41,0
3338,2,45.28,27.39,0
3339,2,45.28,27.38,0
3340,2,45.18,27.38,0
3341,2,45.11,27.38,0
3342,2,45.11,27.38,0
3343,2,45.11,27.37,0
3344,2,45.24,27.35,0
3345,2,45.28,27.35,0
3346,2,45.11,27.36,0
3347,2,45.01,27.36,0
3348,2,45.01,27.38,0
3349,2,44.91,27.35,0
3350,2,44.91,27.34,0
3351,2,45.04,27.37,0
3352,2,45.08,27.35,0
3353,2,45.11,27.36,0
3354,2,45.18,27.35,0
3355,2,45.18,27.34,0
3356,2,45.18,27.35,0
3357,2,45.24,27.35,0
3358,2,45.18,27.35,0
3359,2,45.11,27.35,0
3360,2,45.08,27.35,0
3361,2,45.01,27.34,0
3362,2,44.98,27.34,0
3363,2,44.88,27.34,0
3364,2,44.85,27.32,0
3365,2,44.88,27.31,0
3366,2,44.88,27.32,0
3367,2,44.91,27.32,0
3368,2,44.95,27.29,0
3369,2,44.98,27.28,0
3370,2,45.01,27.29,0
3371,2,44.95,27.3,0
3372,2,44.85,27.33,0
3373,2,44.91,27.31,0
3374,2,44.85,27.31,0
3375,2,44.81,27.31,0
3376,2,44.81,27.3,0
3377,2,44.85,27.27,0
3378,2,44.85,27.27,0
3379,2,44.98,27.25,0
3380,2,45.04,27.27,0
3381,2,44.91,27.28,0
3382,2,44.78,27.26,0
3383,2,44.78,27.25,0
3384,2,44.71,27.25,0
3385,2,44.68,27.27,0
3386,2,44.65,27.25,0
3387,2,44.65,27.23,0
3388,2,44.65,27.23,0
3389,2,44.58,27.24,0
3390,2,44.65,27.25,0
3391,2,44.71,27.27,0
3392,2,44.78,27.28,0
3393,2,44.78,27.28,0
3394,2,44.71,27.28,0
3395,2,44.68,27.27,0
3396,2,44.75,27.25,0
3397,2,44.81,27.23,0
3398,2,44.65,27.24,0
3399,2,44.58,27.26,0
3400,2,44.58,27.27,0
3401,2,44.58,27.26,0
3402,2,44.65,27.26,0
3403,2,44.68,27.25,0
3404,2,44.68,27.25,0
3405,2,44.58,27.27,0
3406,2,44.61,27.28,0
3407,2,44.58,27.27,0
3408,2,44.52,27.26,0
3409,2,44.52,27.27,0
3410,2,44.52,27.26,0
3411,2,44.65,27.27,0
3412,2,44.71,27.27,0
3413,2,44.75,27.27,0
3414,2,44.75,27.27,0
3415,2,44.71,27.27,0
3416,2,44.65,27.25,0
3417,2,44.71,27.25,0
3418,2,44.71,27.26,0
3419,2,44.68,27.26,0
3420,2,44.65,27.24,0
3421,2,44.65,27.23,0
3422,2,44.68,27.25,0
3423,2,44.65,27.25,0
3424,2,44.68,27.25,0
3425,2,44.68,27.25,0
3426,2,44.58,27.24,0
3427,2,44.55,27.23,0
3428,2,44.58,27.25,0
3429,2,44.61,27.24,0
3430,2,44.58,27.23,0
3431,2,44.55,27.21,0
3432,2,44.65,27.21,0
3433,2,44.78,27.2,0
3434,2,44.78,27.2,0
3435,2,44.85,27.21,0
3436,2,44.65,27.2,0
3437,2,44.58,27.19,0
3438,2,44.58,27.18,0
3439,2,44.58,27.19,0
3440,2,44.38,27.2,0
3441,2,44.38,27.22,0
3442,2,44.52,27.22,0
3443,2,44.45,27.22,0
3444,2,44.32,27.22,0
3445,2,44.32,27.21,0
3446,2,44.32,27.22,0
3447,2,44.42,27.21,0
3448,2,44.32,27.17,0
3449,2,44.45,27.17,0
3450,2,44.42,27.17,0
3451,2,44.25,27.16,0
3452,2,44.28,27.19,0
3453,2,44.35,27.2,0
3454,2,44.38,27.2,0
3455,2,44.35,27.19,0
3456,2,44.22,27.2,0
3457,2,44.25,27.21,0
3458,2,44.32,27.2,0
3459,2,44.32,27.2,0
3460,2,44.35,27.2,0
3461,2,44.35,27.19,0
3462,2,44.38,27.21,0
3463,2,44.25,27.2,0
3464,2,44.18,27.2,0
3465,2,44.25,27.19,0
3466,2,44.32,27.19,0
3467,2,44.32,27.2,0
3468,2,44.32,27.18,0
3469,2,44.32,27.19,0
3470,2,44.18,27.17,0
3471,2,44.15,27.18,0
3472,2,44.18,27.2,0
3473,2,44.25,27.2,0
3474,2,44.25,27.19,0
3475,2,44.25,27.19,0
3476,2,44.25,27.18,0
3477,2,44.38,27.17,0
3478,2,44.32,27.17,0
3479,2,44.22,27.19,0
3480,2,44.15,27.19,0
3481,2,44.22,27.21,0
3482,2,44.15,27.19,0
3483,2,44.05,27.17,0
3484,2,44.05,27.18,0
3485,2,44.18,27.17,0
3486,2,44.18,27.18,0
3487,2,44.12,27.16,0
3488,2,44.12,27.15,0
3489,2,44.12,27.17,0
3490,2,44.05,27.17,0
3491,2,44.05,27.15,0
3492,2,44.18,27.14,0
3493,2,44.18,27.15,0
3494,2,44.22,27.16,0
3495,2,44.12,27.17,0
3496,2,44.12,27.17,0
3497,2,44.05,27.16,0
3498,2,44.05,27.16,0
3499,2,44.12,27.16,0
3500,2,44.08,27.14,0
3501,2,44.08,27.16,0
3502,2,44.18,27.15,0
3503,2,44.18,27.15,0
3504,2,44.08,27.15,0
3505,2,44.08,27.15,0
3506,2,44.05,27.15,0
3507,2,44.02,27.15,0
3508,2,44.08,27.15,0
3509,2,44.12,27.13,0
3510,2,43.98,27.14,0
3511,2,43.95,27.13,0
3512,2,43.95,27.13,0
3513,2,43.88,27.15,0
3514,2,43.85,27.14,0
3515,2,43.88,27.15,0
3516,2,43.95,27.14,0
3517,2,43.92,27.15,0
3518,2,43.98,27.13,0
3519,2,44.18,27.11,0
3520,2,44.12,27.11,0
3521,2,43.92,27.12,0
3522,2,43.85,27.13,0
3523,2,43.79,27.14,0
3524,2,43.72,27.13,0
3525,2,43.69,27.13,0
3526,2,43.72,27.14,0
3527,2,43.75,27.12,0
3528,2,43.85,27.13,0
3529,2,43.72,27.11,0
3530,2,43.79,27.11,0
3531,2,43.82,27.08,0
3532,2,43.82,27.07,0
3533,2,43.85,27.1,0
3534,2,43.85,27.09,0
3535,2,43.88,27.11,0
3536,2,43.85,27.09,0
3537,2,43.79,27.09,0
3538,2,43.85,27.1,0
3539,2,43.85,27.12,0
3540,2,43.85,27.11,0
3541,2,43.88,27.11,0
3542,2,43.85,27.11,0
3543,2,43.79,27.13,0
3544,2,43.75,27.12,0
3545,2,43.69,27.11,0
3546,2,43.62,27.08,0
3547,2,43.62,27.11,0
3548,2,43.69,27.1,0
3549,2,43.72,27.11,0
3550,2,43.72,27.11,0
3551,2,43.69,27.12,0
3552,2,43.59,27.11,0
3553,2,43.49,27.12,0
3554,2,43.52,27.09,0
3555,2,43.49,27.09,0
3556,2,43.59,27.08,0
3557,2,43.62,27.09,0
3558,2,43.55,27.09,0
3559,2,43.49,27.09,0
3560,2,43.52,27.1,0
3561,2,43.52,27.1,0
3562,2,43.52,27.09,0
3563,2,43.65,27.05,0
3564,2,43.85,27.05,0
3565,2,43.92,27.05,0
3566,2,43.88,27.06,0
3567,2,43.79,27.07,0
3568,2,43.72,27.08,0
3569,2,43.72,27.07,0
3570,2,43.72,27.08,0
3571,2,43.72,27.08,0
3572,2,43.88,27.07,0
3573,2,44.12,27.08,0
3574,2,44.28,27.08,0
3575,2,44.25,27.07,0
3576,2,44.58,27.06,0
3577,2,44.85,27.05,0
3578,2,45.04,27.05,0
3579,2,45.31,27.03,0
3580,2,45.31,27.05,0
3581,2,45.14,27.04,0
3582,2,45.08,27.05,0
3583,2,44.98,27.04,0
3584,2,44.75,27.03,0
3585,2,44.52,27.04,0
3586,2,44.22,27.03,0
3587,2,43.98,27.05,0
3588,2,43.92,27.05,0
3589,2,43.82,27.05,0
3590,2,43.79,27.07,0
3591,2,43.75,27.06,0
3592,2,43.72,27.06,0
3593,2,43.72,27.07,0
3594,2,43.65,27.08,0
3595,2,43.65,27.08,0
3596,2,43.65,27.1,0
3597,2,43.65,27.09,0
3598,2,43.65,27.11,0
3599,2,43.65,27.11,0
3600,2,43.69,27.11,0
3601,2,43.72,27.11,0
3602,2,43.69,27.11,0
3603,2,43.72,27.14,0
3604,2,43.72,27.14,0
3605,2,43.75,27.14,0
3606,2,43.79,27.14,0
3607,2,43.79,27.15,0
3608,2,43.79,27.16,0
3609,2,43.79,27.15,0
3610,2,43.82,27.16,0
3611,2,43.85,27.17,0
3612,2,43.85,27.15,0
3613,2,43.82,27.17,0
3614,2,43.85,27.17,0
3615,2,43.85,27.17,0
3616,2,43.85,27.17,0
3617,2,43.85,27.18,0
3618,2,43.88,27.18,0
3619,2,43.88,27.19,0
3620,2,43.88,27.19,0
3621,2,43.92,27.19,0
3622,2,43.92,27.2,0
3623,2,43.98,27.2,0
3624,2,43.98,27.19,0
3625,2,43.98,27.21,0
3626,2,44.02,27.21,0
3627,2,44.02,27.21,0
3628,2,44.02,27.23,0
3629,2,44.05,27.21,0
3630,2,44.05,27.24,0
3631,2,44.08,27.22,0
3632,2,44.12,27.23,0
3633,2,44.15,27.24,0
3634,2,44.15,27.25,0
3635,2,44.18,27.25,0
3636,2,44.18,27.25,0
3637,2,44.18,27.25,0
3638,2,44.18,27.27,0
3639,2,44.18,27.26,0
3640,2,44.25,27.27,0
3641,2,44.22,27.27,0
3642,2,44.25,27.26,0
3643,2,44.25,27.27,0
3644,2,44.25,27.27,0
3645,2,44.32,27.26,0
3646,2,44.32,27.25,0
3647,2,44.32,27.26,0
3648,2,44.38,27.28,0
3649,2,44.38,27.27,0
3650,2,44.38,27.28,0
3651,2,44.45,27.26,0
3652,2,44.45,27.28,0
3653,2,44.45,27.28,0
3654,2,44.52,27.29,0
3655,2,44.52,27.29,0
3656,2,44.55,27.28,0
3657,2,44.55,27.31,0
3658,2,44.58,27.28,0
3659,2,44.58,27.3,0
3660,2,44.58,27.29,0
3661,2,44.58,27.29,0
3662,2,44.58,27.29,0
3663,2,44.65,27.3,0
3664,2,44.65,27.3,0
3665,2,44.65,27.3,0
3666,2,44.65,27.31,0
3667,2,44.68,27.29,0
3668,2,44.68,27.3,0
3669,2,44.28,26.2,0
3670,2,44.35,26.23,0
3671,2,44.35,26.25,0
3672,2,44.35,26.26,0
3673,2,44.32,26.28,0
3674,2,44.38,26.3,0
3675,2,44.45,26.3,0
3676,2,44.42,26.3,0
3677,2,44.25,26.31,0
3678,2,44.28,26.29,0
3679,2,44.32,26.31,0
3680,2,44.28,26.31,0
3681,2,44.25,26.33,0
3682,2,44.18,26.35,0
3683,2,44.12,26.37,0
3684,2,44.05,26.39,0
3685,2,44.02,26.41,0
3686,2,43.98,26.41,0
3687,2,43.85,26.42,0
3688,2,43.75,26.44,0
3689,2,43.72,26.44,0
3690,2,43.69,26.45,0
3691,2,43.65,26.46,0
3692,2,43.59,26.47,0
3693,2,43.65,26.46,0
3694,2,43.79,26.44,0
3695,2,43.85,26.43,0
3696,2,43.92,26.43,0
3697,2,43.79,26.43,0
3698,2,43.75,26.44,0
3699,2,43.79,26.47,0
3700,2,43.72,26.48,0
3701,2,43.72,26.49,0
3702,2,43.69,26.5,0
3703,2,43.59,26.51,0
3704,2,43.59,26.53,0
3705,2,43.59,26.53,0
3706,2,43.59,26.53,0
3707,2,43.59,26.52,0
3708,2,43.59,26.54,0
3709,2,43.52,26.55,0
3710,2,43.45,26.54,0
3711,2,43.42,26.54,0
3712,2,43.39,26.55,0
3713,2,43.39,26.55,0
3714,2,43.39,26.55,0
3715,2,43.49,26.54,0
3716,2,43.55,26.55,0
3717,2,43.59,26.55,0
3718,2,43.65,26.56,0
3719,2,43.72,26.57,0
3720,2,44.05,26.56,0
3721,2,44.22,26.57,0
3722,2,44.18,26.58,0
3723,2,44.45,26.57,0
3724,2,44.91,26.56,0
3725,2,45.01,26.55,0
3726,2,45.01,26.57,0
3727,2,44.91,26.57,0
3728,2,44.68,26.57,0
3729,2,44.65,26.58,0
3730,2,44.55,26.59,0
3731,2,44.32,26.59,0
3732,2,44.15,26.59,0
3733,2,44.12,26.61,0
3734,2,43.98,26.6,0
3735,2,43.88,26.61,0
3736,2,43.79,26.62,0
3737,2,43.79,26.63,0
3738,2,43.79,26.64,0
3739,2,43.82,26.64,0
3740,2,43.79,26.65,0
3741,2,43.72,26.65,0
3742,2,43.72,26.67,0
3743,2,43.72,26.68,0
3744,2,43.79,26.67,0
3745,2,43.79,26.68,0
3746,2,43.85,26.71,0
3747,2,43.88,26.7,0
3748,2,43.92,26.71,0
3749,2,43.98,26.71,0
3750,2,43.98,26.72,0
3751,2,43.98,26.73,0
